ORDEN,sexo,parentesco,conyugue,conyugueNo,padre,padreNo,madre,madreNo,LLAVEHOG,MadreSoltera
1,2,1,0,0,3,0,3,0,60073011,0
2,2,3,0,0,2,0,1,1,60073011,1
3,2,4,0,0,2,0,1,2,60073011,0
4,2,4,0,0,2,0,1,2,60073011,0
5,1,3,0,0,2,0,1,1,60073011,0
6,1,4,0,0,1,5,2,0,60073011,0
7,1,3,0,0,2,0,1,1,60073011,0
1,2,1,0,0,2,0,2,0,60073031,1
2,1,3,0,0,2,0,1,1,60073031,0
3,2,3,0,0,2,0,1,1,60073031,0
1,2,1,0,0,3,0,2,0,60073211,1
2,1,3,0,0,2,0,1,1,60073211,0
3,2,3,0,0,2,0,1,1,60073211,0
1,2,1,0,0,3,0,2,0,60073571,1
2,1,3,0,0,2,0,1,1,60073571,0
1,1,1,1,2,2,0,2,0,60073581,0
2,2,2,1,1,2,0,2,0,60073581,0
3,1,3,1,4,1,1,1,2,60073581,0
4,2,8,1,3,2,0,2,0,60073581,0
5,2,3,0,0,1,1,1,2,60073581,1
6,1,4,0,0,2,0,1,5,60073581,0
7,1,4,0,0,2,0,1,5,60073581,0
1,2,1,0,0,2,0,2,0,60073591,1
2,1,3,0,0,2,0,1,1,60073591,0
3,2,3,0,0,2,0,1,1,60073591,0
1,2,1,0,0,1,2,2,0,60073731,1
2,1,5,0,0,3,0,3,0,60073731,0
3,1,9,0,0,2,0,2,0,60073731,0
4,1,3,0,0,2,0,1,1,60073731,0
5,2,3,0,0,2,0,1,1,60073731,0
6,1,14,0,0,2,0,2,0,60073731,0
1,2,1,0,0,2,0,2,0,60073761,1
2,1,3,0,0,2,0,1,1,60073761,0
3,1,3,0,0,2,0,1,1,60073761,0
1,2,1,0,0,2,0,2,0,60073781,1
2,2,3,0,0,2,0,1,1,60073781,0
3,1,3,0,0,2,0,1,1,60073781,0
1,1,1,1,2,2,0,2,0,60074041,0
2,2,2,1,1,3,0,2,0,60074041,0
3,2,8,0,0,2,0,2,0,60074041,1
4,1,4,0,0,2,0,1,3,60074041,0
1,2,1,0,0,2,0,2,0,60074231,1
2,1,3,0,0,2,0,1,1,60074231,0
3,1,3,0,0,2,0,1,1,60074231,0
4,1,3,0,0,2,0,1,1,60074231,0
1,2,1,0,0,2,0,2,0,60074351,1
2,1,3,0,0,2,0,1,1,60074351,0
3,2,3,0,0,2,0,1,1,60074351,0
1,2,1,0,0,2,0,2,0,60074461,1
2,1,3,0,0,2,0,1,1,60074461,0
1,2,1,0,0,2,0,2,0,60074621,1
2,2,3,0,0,2,0,1,1,60074621,0
1,2,1,0,0,2,0,2,0,60074651,1
2,2,3,0,0,2,0,1,1,60074651,0
1,2,1,0,0,2,0,2,0,60074731,1
2,1,3,0,0,2,0,1,1,60074731,0
3,1,3,0,0,2,0,1,1,60074731,0
4,1,3,0,0,2,0,1,1,60074731,0
1,2,1,1,2,3,0,3,0,60074811,0
2,1,2,1,1,3,0,3,0,60074811,0
3,2,3,0,0,1,2,1,1,60074811,1
4,2,4,0,0,2,0,1,3,60074811,0
5,1,4,0,0,2,0,1,3,60074811,0
1,2,1,0,0,3,0,3,0,60075001,1
2,2,3,0,0,2,0,1,1,60075001,0
1,2,1,0,0,3,0,1,3,60075021,1
2,1,3,0,0,2,0,1,1,60075021,0
3,2,5,0,0,3,0,3,0,60075021,0
1,2,1,0,0,3,0,1,3,60075201,1
2,1,3,0,0,2,0,1,1,60075201,0
3,2,5,0,0,3,0,3,0,60075201,0
1,2,1,0,0,2,0,2,0,60075291,1
2,2,3,0,0,2,0,1,1,60075291,0
1,1,1,1,2,3,0,3,0,60075371,0
2,2,2,1,1,3,0,3,0,60075371,0
3,2,3,0,0,1,1,1,2,60075371,1
4,2,4,0,0,2,0,1,3,60075371,0
1,2,1,0,0,3,0,3,0,60075381,0
2,2,3,0,0,2,0,1,1,60075381,0
3,2,3,0,0,2,0,1,1,60075381,1
4,1,4,0,0,2,0,1,3,60075381,0
1,2,1,0,0,2,0,2,0,60075411,1
2,1,3,0,0,2,0,1,1,60075411,0
3,1,3,0,0,2,0,1,1,60075411,0
1,2,1,0,0,3,0,3,0,60075421,1
2,1,3,0,0,2,0,1,1,60075421,0
3,2,7,0,0,3,0,3,0,60075421,0
1,2,1,0,0,2,0,2,0,60075481,1
2,1,3,0,0,2,0,1,1,60075481,0
1,2,1,0,0,2,0,2,0,60075491,1
2,1,3,0,0,2,0,1,1,60075491,0
3,2,3,0,0,2,0,1,1,60075491,0
1,2,1,0,0,3,0,3,0,60075651,0
2,2,3,0,0,3,0,1,1,60075651,1
3,1,4,0,0,2,0,1,2,60075651,0
1,2,1,0,0,3,0,2,0,60075781,1
2,2,3,0,0,2,0,1,1,60075781,0
3,1,3,0,0,2,0,1,1,60075781,0
1,2,1,0,0,3,0,2,0,60075901,1
2,2,3,0,0,2,0,1,1,60075901,0
3,1,3,0,0,2,0,1,1,60075901,0
1,2,1,0,0,2,0,3,0,60075981,1
2,2,3,0,0,2,0,1,1,60075981,0
3,1,3,1,4,3,0,1,1,60075981,0
4,2,8,1,3,2,0,2,0,60075981,0
1,2,1,0,0,2,0,2,0,60076031,1
2,2,3,0,0,2,0,1,1,60076031,0
3,2,3,0,0,2,0,1,1,60076031,0
1,2,1,0,0,3,0,1,4,60076071,1
2,1,3,0,0,3,0,1,1,60076071,0
3,1,3,0,0,3,0,1,1,60076071,0
4,2,5,0,0,3,0,3,0,60076071,0
1,2,1,0,0,3,0,3,0,60076181,1
2,1,3,0,0,3,0,1,1,60076181,0
1,2,1,0,0,2,0,2,0,60076461,1
2,1,3,0,0,2,0,1,1,60076461,0
3,1,3,0,0,2,0,1,1,60076461,0
4,1,3,0,0,2,0,1,1,60076461,0
1,2,1,0,0,2,0,2,0,60076561,1
2,1,3,0,0,2,0,1,1,60076561,0
3,2,3,0,0,2,0,1,1,60076561,0
4,1,7,0,0,2,0,2,0,60076561,0
5,2,7,0,0,2,0,2,0,60076561,0
1,2,1,0,0,3,0,3,0,60076681,1
2,2,3,0,0,3,0,1,1,60076681,0
1,1,1,1,2,2,0,2,0,60076721,0
2,2,2,1,1,3,0,2,0,60076721,0
3,1,3,0,0,1,1,1,2,60076721,0
4,1,3,0,0,1,1,1,2,60076721,0
5,2,6,0,0,3,0,3,0,60076721,1
6,1,14,0,0,2,0,1,5,60076721,0
1,2,1,0,0,3,0,2,0,60076941,1
2,1,3,0,0,2,0,1,1,60076941,0
1,2,1,0,0,3,0,2,0,60076981,1
2,2,3,0,0,2,0,1,1,60076981,0
1,1,1,0,0,2,0,2,0,60077111,0
2,2,7,0,0,2,0,2,0,60077111,1
3,2,9,0,0,2,0,1,2,60077111,0
4,2,9,0,0,2,0,2,0,60077111,1
5,2,9,0,0,2,0,1,4,60077111,0
6,1,14,0,0,2,0,2,0,60077111,0
1,2,1,0,0,2,0,3,0,60077141,1
2,2,3,0,0,2,0,1,1,60077141,0
1,2,1,0,0,3,0,3,0,60077241,1
2,2,3,0,0,2,0,1,1,60077241,0
1,2,1,0,0,2,0,2,0,60077441,1
2,1,3,0,0,2,0,1,1,60077441,0
1,2,1,0,0,2,0,2,0,60077581,1
2,2,3,0,0,2,0,1,1,60077581,0
3,2,3,0,0,2,0,1,1,60077581,0
1,2,1,0,0,2,0,2,0,60078281,1
2,2,3,0,0,2,0,1,1,60078281,0
3,1,3,0,0,2,0,1,1,60078281,0
4,1,3,0,0,2,0,1,1,60078281,0
1,2,1,1,2,3,0,2,0,60078721,0
2,1,2,1,1,3,0,3,0,60078721,0
3,2,3,0,0,2,0,1,1,60078721,0
4,2,3,0,0,2,0,1,1,60078721,1
5,2,4,0,0,2,0,1,4,60078721,0
1,2,1,0,0,3,0,3,0,60078731,1
2,1,3,0,0,2,0,1,1,60078731,0
3,1,3,0,0,2,0,1,1,60078731,0
4,1,3,0,0,2,0,1,1,60078731,0
5,2,3,1,6,2,0,1,1,60078731,0
6,1,14,1,5,2,0,2,0,60078731,0
7,2,4,0,0,1,6,1,5,60078731,0
1,2,1,0,0,2,0,2,0,60078761,1
2,2,3,0,0,2,0,1,1,60078761,0
1,2,1,0,0,2,0,2,0,60078801,1
2,2,3,0,0,2,0,1,1,60078801,0
1,2,1,0,0,2,0,2,0,60078811,1
2,1,3,0,0,2,0,1,1,60078811,0
3,2,3,0,0,2,0,1,1,60078811,0
4,1,3,0,0,2,0,1,1,60078811,0
1,2,1,0,0,3,0,3,0,60078831,1
2,2,3,0,0,3,0,1,1,60078831,0
1,2,1,0,0,2,0,2,0,60078841,1
2,2,3,0,0,2,0,1,1,60078841,0
3,2,3,0,0,2,0,1,1,60078841,0
1,2,1,0,0,3,0,2,0,60079021,1
2,1,3,0,0,2,0,1,1,60079021,0
1,2,1,0,0,2,0,3,0,60079361,1
2,1,3,0,0,3,0,1,1,60079361,0
1,1,1,1,2,3,0,3,0,60079641,0
2,2,2,1,1,3,0,3,0,60079641,0
3,1,3,0,0,1,1,1,2,60079641,0
4,2,3,0,0,1,1,1,2,60079641,1
5,2,4,0,0,2,0,1,4,60079641,0
1,1,1,1,2,3,0,2,0,60079681,0
2,2,2,1,1,2,0,2,0,60079681,0
3,1,3,0,0,1,1,1,2,60079681,0
4,2,3,0,0,1,1,1,2,60079681,0
5,2,10,0,0,3,0,2,0,60079681,1
6,2,11,0,0,2,0,1,5,60079681,0
1,1,1,1,2,3,0,3,0,60079791,0
2,2,2,1,1,3,0,2,0,60079791,0
3,1,3,0,0,1,1,2,0,60079791,0
4,2,3,0,0,1,1,1,2,60079791,1
5,2,4,0,0,2,0,1,4,60079791,0
1,2,1,0,0,1,4,3,0,60079931,1
2,1,3,0,0,2,0,1,1,60079931,0
3,2,3,0,0,2,0,1,1,60079931,0
4,1,5,0,0,3,0,3,0,60079931,0
1,2,1,0,0,2,0,1,2,60079941,0
2,2,5,0,0,3,0,3,0,60079941,1
3,1,7,0,0,2,0,1,2,60079941,0
1,2,1,2,0,3,0,3,0,60079971,0
2,2,3,0,0,2,0,1,1,60079971,1
3,2,4,0,0,2,0,1,2,60079971,0
4,1,3,0,0,2,0,1,1,60079971,0
1,2,1,0,0,2,0,2,0,60079981,1
2,2,3,0,0,2,0,1,1,60079981,0
1,2,1,0,0,2,0,2,0,60080011,1
2,2,3,0,0,2,0,1,1,60080011,0
3,2,7,0,0,2,0,2,0,60080011,0
1,2,1,0,0,3,0,3,0,60080161,0
2,2,3,0,0,3,0,1,1,60080161,1
3,2,4,0,0,2,0,1,2,60080161,0
1,1,1,1,2,3,0,3,0,60080181,0
2,2,2,1,1,3,0,3,0,60080181,0
3,2,3,0,0,1,1,1,2,60080181,1
4,1,4,0,0,2,0,1,3,60080181,0
5,1,3,0,0,1,1,1,2,60080181,0
6,2,3,0,0,1,1,1,2,60080181,0
1,2,1,0,0,3,0,2,0,60080191,1
2,2,3,0,0,2,0,1,1,60080191,0
3,2,3,0,0,2,0,1,1,60080191,0
1,2,1,0,0,2,0,2,0,60080201,1
2,1,3,0,0,2,0,1,1,60080201,0
3,1,3,0,0,2,0,1,1,60080201,0
4,2,3,0,0,2,0,1,1,60080201,0
1,2,1,0,0,3,0,2,0,60080221,1
2,2,3,0,0,2,0,1,1,60080221,0
1,2,1,0,0,3,0,3,0,60080241,0
2,2,3,0,0,3,0,1,1,60080241,0
3,2,3,0,0,3,0,1,1,60080241,0
4,2,4,0,0,2,0,1,3,60080241,0
5,2,3,0,0,3,0,1,1,60080241,1
6,2,4,0,0,2,0,1,5,60080241,0
7,2,4,0,0,2,0,1,5,60080241,0
1,1,1,1,2,3,0,3,0,60080281,0
2,2,2,1,1,3,0,2,0,60080281,0
3,2,3,0,0,1,1,1,2,60080281,1
4,1,4,0,0,2,0,1,3,60080281,0
5,1,4,0,0,2,0,1,3,60080281,0
6,1,4,0,0,2,0,1,3,60080281,0
1,2,1,0,0,2,0,2,0,60080301,1
2,1,3,0,0,2,0,1,1,60080301,0
3,1,3,0,0,2,0,1,1,60080301,0
4,2,3,0,0,3,0,1,1,60080301,1
5,1,4,0,0,2,0,1,4,60080301,0
6,2,4,0,0,2,0,1,4,60080301,0
1,2,1,0,0,3,0,3,0,60080321,1
2,2,3,0,0,2,0,1,1,60080321,0
3,2,3,0,0,2,0,1,1,60080321,0
4,2,3,0,0,2,0,1,1,60080321,0
5,2,3,0,0,2,0,1,1,60080321,1
6,2,4,0,0,2,0,1,5,60080321,0
7,1,4,0,0,2,0,1,5,60080321,0
8,2,3,0,0,2,0,1,1,60080321,1
9,1,4,0,0,2,0,1,8,60080321,0
1,1,1,0,0,2,0,1,2,60080351,0
2,2,5,0,0,3,0,3,0,60080351,1
1,2,1,0,0,2,0,2,0,60080411,1
2,1,3,0,0,2,0,1,1,60080411,0
3,1,3,0,0,2,0,1,1,60080411,0
1,2,1,0,0,2,0,1,3,60080431,1
2,1,3,0,0,2,0,1,1,60080431,0
3,2,5,0,0,3,0,3,0,60080431,1
1,2,1,0,0,3,0,3,0,60080441,0
2,2,4,0,0,2,0,2,0,60080441,1
3,2,9,0,0,2,0,1,2,60080441,0
1,2,1,0,0,3,0,3,0,60080461,1
2,2,3,0,0,2,0,1,1,60080461,0
3,2,3,0,0,2,0,1,1,60080461,0
1,2,1,0,0,2,0,2,0,60080631,1
2,1,3,0,0,2,0,1,1,60080631,0
1,1,1,1,2,3,0,3,0,60080831,0
2,2,2,1,1,3,0,2,0,60080831,0
3,2,3,0,0,1,1,1,2,60080831,1
4,2,4,0,0,2,0,1,3,60080831,0
1,2,1,0,0,3,0,2,0,60080891,1
2,1,3,0,0,3,0,1,1,60080891,0
3,1,7,0,0,3,0,2,0,60080891,0
1,2,1,0,0,3,0,3,0,60081341,1
2,1,3,0,0,2,0,1,1,60081341,0
3,1,3,1,4,3,0,1,1,60081341,0
4,2,8,1,3,2,0,2,0,60081341,0
5,2,8,2,0,2,0,2,0,60081341,0
6,2,4,0,0,2,0,1,5,60081341,0
1,2,1,0,0,3,0,2,0,60081371,0
2,2,3,0,0,2,0,1,1,60081371,1
3,2,4,0,0,2,0,1,2,60081371,0
4,1,4,0,0,2,0,2,0,60081371,0
5,2,5,0,0,3,0,3,0,60081371,0
1,2,1,0,0,3,0,3,0,60081401,1
2,2,3,0,0,2,0,1,1,60081401,0
3,1,3,0,0,2,0,1,1,60081401,0
4,2,3,0,0,2,0,1,1,60081401,0
1,2,1,0,0,3,0,2,0,60081471,1
2,2,3,0,0,2,0,1,1,60081471,0
3,1,3,0,0,2,0,1,1,60081471,0
1,2,1,0,0,3,0,2,0,60081521,1
2,1,3,0,0,2,0,1,1,60081521,0
3,2,3,0,0,2,0,1,1,60081521,0
4,1,3,0,0,2,0,1,1,60081521,0
1,2,1,0,0,2,0,2,0,60081551,1
2,2,3,0,0,2,0,1,1,60081551,0
3,1,3,0,0,2,0,1,1,60081551,0
1,2,1,0,0,3,0,3,0,60081571,1
2,2,3,0,0,2,0,1,1,60081571,0
1,2,1,0,0,3,0,2,0,60081701,1
2,1,3,0,0,2,0,1,1,60081701,0
3,1,9,0,0,2,0,2,0,60081701,0
1,2,1,0,0,3,0,2,0,60081861,1
2,2,3,0,0,3,0,1,1,60081861,0
1,2,1,0,0,3,0,2,0,60081981,1
2,2,3,0,0,2,0,1,1,60081981,0
3,2,3,2,0,2,0,1,1,60081981,0
1,2,1,0,0,3,0,3,0,60082001,1
2,1,3,0,0,3,0,1,1,60082001,0
3,1,4,0,0,2,0,2,0,60082001,0
1,1,1,1,2,3,0,2,0,60082011,0
2,2,2,1,1,3,0,2,0,60082011,0
3,1,3,0,0,1,1,1,2,60082011,0
4,1,3,0,0,1,1,1,2,60082011,0
5,1,3,0,0,1,1,1,2,60082011,0
6,2,3,0,0,1,1,1,2,60082011,1
7,2,4,0,0,3,0,1,6,60082011,0
8,1,3,0,0,1,1,1,2,60082011,0
1,2,1,0,0,3,0,3,0,60082031,0
2,2,3,0,0,3,0,1,1,60082031,1
3,2,4,0,0,2,0,1,2,60082031,0
4,2,4,0,0,2,0,2,0,60082031,0
5,2,4,0,0,2,0,2,0,60082031,0
1,2,1,0,0,2,0,2,0,60082041,1
2,2,3,0,0,2,0,1,1,60082041,0
3,1,3,0,0,2,0,1,1,60082041,0
1,2,1,0,0,3,0,2,0,60082071,1
2,1,3,0,0,3,0,1,1,60082071,0
3,1,3,0,0,3,0,1,1,60082071,0
4,2,3,0,0,2,0,1,1,60082071,0
1,2,1,0,0,3,0,3,0,60082201,1
2,1,3,0,0,2,0,1,1,60082201,0
1,2,1,0,0,2,0,2,0,60082311,1
2,1,3,0,0,2,0,1,1,60082311,0
3,1,3,0,0,2,0,1,1,60082311,0
1,2,1,0,0,2,0,2,0,60082351,1
2,1,3,0,0,2,0,1,1,60082351,0
1,2,1,0,0,3,0,3,0,60082371,0
2,2,3,0,0,2,0,1,1,60082371,1
3,1,4,0,0,2,0,1,2,60082371,0
1,2,1,0,0,2,0,2,0,60082411,1
2,2,3,0,0,2,0,1,1,60082411,1
3,2,4,0,0,2,0,1,2,60082411,0
1,2,1,0,0,2,0,3,0,60082431,1
2,2,3,2,0,3,0,1,1,60082431,0
3,2,4,0,0,2,0,1,2,60082431,0
1,2,1,0,0,3,0,3,0,60082611,0
2,2,3,0,0,3,0,1,1,60082611,1
3,1,4,0,0,2,0,1,2,60082611,0
4,1,4,0,0,2,0,1,2,60082611,0
5,1,4,0,0,2,0,1,2,60082611,0
6,1,4,0,0,2,0,1,2,60082611,0
1,2,1,0,0,2,0,2,0,60082631,1
2,2,3,0,0,2,0,1,1,60082631,0
3,2,3,0,0,2,0,1,1,60082631,0
4,2,7,1,5,2,0,2,0,60082631,0
5,1,9,1,4,2,0,2,0,60082631,0
6,2,9,0,0,1,5,1,4,60082631,0
7,1,9,0,0,1,5,1,4,60082631,0
1,2,1,0,0,2,0,2,0,60082681,1
2,2,3,0,0,2,0,1,1,60082681,0
3,1,3,0,0,2,0,1,1,60082681,0
4,1,3,0,0,3,0,1,1,60082681,0
1,2,1,0,0,2,0,2,0,60082711,1
2,2,3,0,0,2,0,1,1,60082711,0
3,2,3,0,0,2,0,1,1,60082711,0
4,2,3,0,0,2,0,1,1,60082711,0
1,2,1,1,2,3,0,2,0,60082791,0
2,1,2,1,1,2,0,2,0,60082791,0
3,2,3,0,0,1,2,1,1,60082791,0
4,1,3,0,0,1,2,1,1,60082791,0
5,2,9,0,0,2,0,2,0,60082791,1
6,1,9,0,0,2,0,1,5,60082791,0
1,2,1,0,0,3,0,2,0,60082801,1
2,1,3,0,0,3,0,1,1,60082801,0
1,2,1,0,0,3,0,3,0,60082911,0
2,2,3,0,0,3,0,1,1,60082911,0
3,2,3,0,0,3,0,1,1,60082911,1
4,1,4,0,0,2,0,1,3,60082911,0
5,2,9,0,0,3,0,2,0,60082911,0
1,2,1,0,0,3,0,2,0,60082961,0
2,1,3,0,0,3,0,1,1,60082961,0
3,2,3,0,0,3,0,1,1,60082961,1
4,1,4,0,0,2,0,1,3,60082961,0
1,2,1,0,0,3,0,3,0,60082971,1
2,2,3,1,3,2,0,1,1,60082971,0
3,1,8,1,2,3,0,3,0,60082971,0
4,2,4,0,0,1,3,1,2,60082971,0
1,1,1,1,2,3,0,2,0,60082981,0
2,2,2,1,1,2,0,2,0,60082981,0
3,2,3,0,0,1,1,1,2,60082981,0
4,2,3,0,0,1,1,1,2,60082981,1
5,1,4,0,0,2,0,1,4,60082981,0
1,2,1,0,0,3,0,3,0,60082991,1
2,1,3,0,0,2,0,1,1,60082991,0
3,1,3,0,0,2,0,1,1,60082991,0
1,2,1,0,0,3,0,2,0,60083001,1
2,2,3,0,0,2,0,1,1,60083001,0
1,1,1,1,2,2,0,2,0,60083011,0
2,2,2,1,1,3,0,3,0,60083011,0
3,1,3,0,0,1,1,1,2,60083011,0
4,2,3,0,0,1,1,1,2,60083011,0
5,1,3,1,6,1,1,1,2,60083011,0
6,2,8,1,5,2,0,2,0,60083011,0
7,1,4,0,0,1,5,1,6,60083011,0
8,2,3,0,0,1,1,1,2,60083011,1
9,1,4,0,0,2,0,1,8,60083011,0
10,1,3,0,0,1,1,1,2,60083011,0
11,2,4,0,0,1,10,2,0,60083011,0
1,2,1,0,0,3,0,3,0,60083031,1
2,1,3,0,0,2,0,1,1,60083031,0
3,1,3,1,4,2,0,1,1,60083031,0
4,2,8,1,3,2,0,2,0,60083031,0
5,2,4,0,0,1,3,1,4,60083031,0
1,1,1,1,2,2,0,2,0,60083171,0
2,2,2,1,1,2,0,2,0,60083171,0
3,2,3,0,0,1,1,1,2,60083171,1
4,1,4,0,0,2,0,1,3,60083171,0
1,1,1,1,2,2,0,2,0,60083181,0
2,2,2,1,1,2,0,2,0,60083181,0
3,2,3,0,0,1,1,1,2,60083181,1
4,1,4,0,0,2,0,1,3,60083181,0
1,2,1,2,0,3,0,2,0,60083201,0
2,2,3,0,0,2,0,1,1,60083201,1
3,1,3,0,0,2,0,1,1,60083201,0
4,1,4,0,0,2,0,1,2,60083201,0
1,1,1,1,2,3,0,3,0,60083241,0
2,2,2,1,1,2,0,2,0,60083241,0
3,1,3,0,0,1,1,1,2,60083241,0
4,2,3,0,0,1,1,1,2,60083241,1
5,1,3,0,0,1,1,1,2,60083241,0
6,2,3,0,0,1,1,1,2,60083241,0
7,2,3,0,0,1,1,1,2,60083241,0
8,1,4,0,0,2,0,1,4,60083241,0
1,2,1,0,0,2,0,2,0,60083271,1
2,1,3,0,0,2,0,1,1,60083271,0
3,1,3,0,0,2,0,1,1,60083271,0
1,1,1,0,0,2,0,1,2,60083291,0
2,2,5,0,0,3,0,3,0,60083291,1
1,2,1,0,0,2,0,2,0,60083471,1
2,2,3,0,0,2,0,1,1,60083471,0
1,2,1,0,0,2,0,2,0,60083511,0
2,1,3,0,0,3,0,1,1,60083511,0
3,2,3,0,0,3,0,1,1,60083511,1
4,2,4,0,0,2,0,1,3,60083511,0
5,2,4,0,0,2,0,1,3,60083511,0
6,2,5,0,0,3,0,3,0,60083511,0
1,2,1,0,0,2,0,2,0,60083611,1
2,2,3,0,0,3,0,1,1,60083611,0
1,2,1,0,0,2,0,2,0,60083691,1
2,2,3,0,0,2,0,1,1,60083691,0
1,2,1,0,0,3,0,3,0,60083741,1
2,1,3,0,0,2,0,1,1,60083741,0
3,1,4,0,0,1,2,2,0,60083741,0
1,2,1,0,0,2,0,2,0,60083801,1
2,1,3,0,0,2,0,1,1,60083801,0
1,2,1,0,0,3,0,2,0,60083881,0
2,2,3,0,0,3,0,1,1,60083881,1
3,2,4,0,0,2,0,1,2,60083881,0
1,2,1,0,0,2,0,2,0,60083941,1
2,2,3,0,0,2,0,1,1,60083941,0
1,2,1,0,0,3,0,3,0,60084111,0
2,2,3,0,0,3,0,1,1,60084111,0
3,2,3,0,0,3,0,1,1,60084111,1
4,1,4,0,0,2,0,1,3,60084111,0
5,1,4,0,0,2,0,2,0,60084111,0
6,2,10,0,0,2,0,2,0,60084111,0
1,2,1,0,0,3,0,3,0,60084181,1
2,1,3,0,0,3,0,1,1,60084181,0
3,2,3,0,0,3,0,1,1,60084181,0
4,1,4,0,0,2,0,3,0,60084181,0
1,2,1,1,2,3,0,2,0,60084191,0
2,1,2,1,1,3,0,3,0,60084191,0
3,2,3,0,0,1,2,1,1,60084191,1
4,2,4,0,0,2,0,1,3,60084191,0
5,2,4,0,0,2,0,1,3,60084191,0
6,1,4,0,0,2,0,1,3,60084191,0
7,1,9,0,0,3,0,2,0,60084191,0
1,2,1,0,0,2,0,2,0,60084252,1
2,1,3,0,0,2,0,1,1,60084252,0
3,2,7,0,0,2,0,2,0,60084252,1
4,2,9,0,0,2,0,1,3,60084252,0
1,2,1,0,0,1,3,3,0,60084271,1
2,2,3,0,0,2,0,1,1,60084271,0
3,1,5,0,0,3,0,3,0,60084271,0
4,2,7,1,5,1,3,3,0,60084271,0
5,1,14,1,4,2,0,2,0,60084271,0
6,1,9,0,0,2,0,1,4,60084271,0
7,1,9,0,0,1,5,1,4,60084271,0
1,2,1,0,0,2,0,1,7,60084321,1
2,1,3,0,0,2,0,1,1,60084321,0
3,2,3,0,0,2,0,1,1,60084321,0
4,2,3,0,0,2,0,1,1,60084321,1
5,2,4,0,0,3,0,1,4,60084321,0
6,1,4,0,0,3,0,1,4,60084321,0
7,2,5,0,0,3,0,3,0,60084321,0
1,1,1,0,0,2,0,1,2,60084341,0
2,2,5,0,0,3,0,3,0,60084341,0
3,2,7,0,0,3,0,1,2,60084341,1
4,1,9,0,0,2,0,1,3,60084341,0
5,1,9,0,0,2,0,2,0,60084341,0
1,2,1,0,0,3,0,2,0,60084411,1
2,2,3,0,0,2,0,1,1,60084411,0
3,2,3,0,0,2,0,1,1,60084411,0
4,1,3,0,0,2,0,1,1,60084411,0
1,2,1,0,0,3,0,1,3,60084421,1
2,2,3,0,0,2,0,1,1,60084421,0
3,2,5,0,0,3,0,3,0,60084421,0
1,2,1,0,0,2,0,2,0,60084441,1
2,1,3,0,0,2,0,1,1,60084441,0
3,2,3,0,0,2,0,1,1,60084441,1
4,1,4,0,0,2,0,1,3,60084441,0
5,2,9,0,0,2,0,3,0,60084441,1
6,1,9,0,0,2,0,1,5,60084441,0
7,1,9,0,0,2,0,1,5,60084441,0
8,2,14,0,0,3,0,2,0,60084441,0
1,2,1,0,0,3,0,3,0,60084471,0
2,2,4,0,0,2,0,2,0,60084471,1
3,1,9,0,0,2,0,1,2,60084471,0
4,1,9,0,0,2,0,1,2,60084471,0
5,2,4,0,0,2,0,2,0,60084471,1
6,1,9,0,0,2,0,1,5,60084471,0
1,2,1,0,0,3,0,3,0,60084511,1
2,2,3,0,0,2,0,1,1,60084511,0
1,2,1,0,0,3,0,3,0,60084541,1
2,1,3,0,0,2,0,1,1,60084541,0
3,1,3,0,0,2,0,1,1,60084541,0
4,1,3,0,0,2,0,1,1,60084541,0
1,2,1,0,0,3,0,2,0,60084561,1
2,1,3,0,0,3,0,1,1,60084561,0
3,1,3,0,0,2,0,1,1,60084561,0
1,2,1,0,0,2,0,2,0,60084641,1
2,2,3,0,0,2,0,1,1,60084641,0
1,2,1,0,0,3,0,2,0,60084661,1
2,2,3,0,0,2,0,1,1,60084661,0
1,2,1,0,0,3,0,3,0,60084671,0
2,2,3,0,0,2,0,1,1,60084671,1
3,2,4,0,0,2,0,1,2,60084671,0
1,2,1,0,0,2,0,2,0,60084691,1
2,1,3,0,0,2,0,1,1,60084691,0
3,1,3,0,0,2,0,1,1,60084691,0
1,2,1,0,0,2,0,2,0,60084711,1
2,1,3,0,0,2,0,1,1,60084711,0
1,2,1,0,0,3,0,3,0,60084721,1
2,2,3,0,0,3,0,1,1,60084721,0
1,2,1,0,0,2,0,2,0,60084751,1
2,1,3,0,0,3,0,1,1,60084751,0
1,1,1,1,2,3,0,3,0,60084791,0
2,2,2,1,1,2,0,3,0,60084791,0
3,2,3,0,0,1,1,1,2,60084791,1
4,1,4,0,0,2,0,1,3,60084791,0
5,2,3,0,0,1,1,1,2,60084791,1
6,1,4,0,0,2,0,1,5,60084791,0
7,2,3,0,0,1,1,1,2,60084791,1
8,2,4,0,0,2,0,1,7,60084791,0
1,2,1,0,0,2,0,2,0,60084822,1
2,1,3,0,0,2,0,1,1,60084822,0
3,1,3,0,0,2,0,1,1,60084822,0
4,1,3,0,0,2,0,1,1,60084822,0
1,2,1,0,0,3,0,3,0,60084841,1
2,1,3,0,0,2,0,1,1,60084841,0
1,2,1,0,0,3,0,3,0,60084861,0
2,2,3,0,0,2,0,1,1,60084861,1
3,1,4,0,0,2,0,1,2,60084861,0
1,2,1,0,0,2,0,2,0,60084901,1
2,2,3,0,0,2,0,1,1,60084901,0
1,1,1,1,2,2,0,2,0,60084931,0
2,2,2,1,1,3,0,2,0,60084931,0
